canary_key	iftype	netbox_description	far_device	far_port	far_role	far_site	far_is_mgmt	link_mbps	class	expected_label	len	headroom	status
CH-STA-L44-L02-CORE01-1::1:6	10gbase-x-sfpp	LR44-L02-DIST01_	CH-STA-L44-L02-DIST01	29	Switch Dist	ch-sta-l44	FALSE	10000	USW	USW-DI01_P29	12	8	ok
CH-STA-L44-L02-CORE01-1::1:7	10gbase-x-sfpp	LR44-L02-DIST02_	CH-STA-L44-L02-DIST02	29	Switch Dist	ch-sta-l44	FALSE	10000	USW	USW-DI02_P29	12	8	ok
CH-STA-L44-L02-CORE01-1::1:8	1000base-t	L02-ACCE03_p23	CH-STA-L44-L02-ACCE03	29	Switch Access	ch-sta-l44	FALSE	1000	USW	USW-1G-AC03_P29	15	5	ok
CH-STA-L44-L02-CORE01-1::1:9	1000base-x-sfp	L01-ACCE06_p23	CH-STA-L44-L01-ACCE06	23	Switch Access	ch-sta-l44	FALSE	1000	USW	USW-1G-AC06_P23	15	5	ok
CH-STA-L44-L02-CORE01-2::2:1	10gbase-x-sfpp	LR50-CORE01_tg.7	CH-STA-L50-L01-CORE02	Jan 23	Switch Core	ch-sta-l50	FALSE	10000	USW	USW-CO02_P1.23	14	6	ok
CH-STA-L44-L02-CORE01-2::2:15	extreme-summitstack		CH-STA-L44-L02-CORE01-1	01:16	Switch Core	ch-sta-l44	FALSE		USW	USW-L02-CO01-1	14	6	ok
CH-STA-L44-L02-CORE01-2::2:16	extreme-summitstack		CH-STA-L44-L02-CORE01-1	01:15	Switch Core	ch-sta-l44	FALSE		USW	USW-L02-CO01-1	14	6	ok
CH-STA-L44-L02-CORE01-2::2:2	10gbase-x-sfpp	LR44-GFL-DIST01_	CH-STA-L44-GFL-DIST01	30	Switch Dist	ch-sta-l44	FALSE	10000	USW	USW-DI01_P30	12	8	ok
CH-STA-L44-L02-CORE01-2::2:3	10gbase-x-sfpp	LR44-GFL-DIST02_	CH-STA-L44-GFL-DIST02	30	Switch Dist	ch-sta-l44	FALSE	10000	USW	USW-DI02_P30	12	8	ok
CH-STA-L44-L02-CORE01-2::2:4	10gbase-x-sfpp	LR44-L01-DIST01_	CH-STA-L44-L01-DIST01	30	Switch Dist	ch-sta-l44	FALSE	10000	USW	USW-DI01_P30	12	8	ok
CH-STA-L44-L02-CORE01-2::2:5	1000base-x-sfp	LR44-L01-DIST02_	CH-STA-L44-L01-DIST02	23	Switch Dist	ch-sta-l44	FALSE	1000	USW	USW-1G-DI02_P23	15	5	ok
CH-STA-L44-L02-CORE01-2::2:6	10gbase-x-sfpp	LR44-L02-DIST01_	CH-STA-L44-L02-DIST01	30	Switch Dist	ch-sta-l44	FALSE	10000	USW	USW-DI01_P30	12	8	ok
CH-STA-L44-L02-CORE01-2::2:7	10gbase-x-sfpp	LR44-L02-DIST02_	CH-STA-L44-L02-DIST02	30	Switch Dist	ch-sta-l44	FALSE	10000	USW	USW-DI02_P30	12	8	ok
CH-STA-L44-L02-CORE01-2::2:8	1000base-x-sfp	L02-ACCE03_p24	CH-STA-L44-L02-ACCE03	30	Switch Access	ch-sta-l44	FALSE	1000	USW	USW-1G-AC03_P30	15	5	ok
CH-STA-L44-L02-DIST01::1	1000base-t	ACCE01_p24	CH-STA-L44-L02-ACCE01	24	Switch Access	ch-sta-l44	FALSE	1000	USW	USW-1G-AC01_P24	15	5	ok
CH-STA-L44-L02-DIST01::2	1000base-t	ACCE05_p48	CH-STA-L44-L02-ACCE05	48	Switch Access	ch-sta-l44	FALSE	1000	USW	USW-1G-AC05_P48	15	5	ok
CH-STA-L44-L02-DIST01::29	10gbase-x-sfpp	L02-CORE01	CH-STA-L44-L02-CORE01-1	01:06	Switch Core	ch-sta-l44	FALSE	10000	USW	USW-CO01-1_P1.6	15	5	ok
CH-STA-L44-L02-DIST01::3	1000base-t	ACCE06_p24	CH-STA-L44-L02-ACCE06	24	Switch Access	ch-sta-l44	FALSE	1000	USW	USW-1G-AC06_P24	15	5	ok
CH-STA-L44-L02-DIST01::30	10gbase-x-sfpp	L02-CORE02	CH-STA-L44-L02-CORE01-2	02:06	Switch Core	ch-sta-l44	FALSE	10000	USW	USW-CO01-2_P2.6	15	5	ok
CH-STA-L44-L02-DIST01::4	1000base-t	ACCE07_p24	CH-STA-L44-L02-ACCE07	24	Switch Access	ch-sta-l44	FALSE	1000	USW	USW-1G-AC07_P24	15	5	ok
CH-STA-L44-L02-DIST01::5	1000base-t	ACCE08_p24	CH-STA-L44-L02-ACCE08	24	Switch Access	ch-sta-l44	FALSE	1000	USW	USW-1G-AC08_P24	15	5	ok
CH-STA-L44-L02-DIST01::6	1000base-t	ACCE09_p24	CH-STA-L44-L02-ACCE09	24	Switch Access	ch-sta-l44	FALSE	1000	USW	USW-1G-AC09_P24	15	5	ok
CH-STA-L44-L02-DIST01::7	1000base-t	ACCE04_p24	CH-STA-L44-L02-ACCE14	24	Switch Access	ch-sta-l44	FALSE	1000	USW	USW-1G-AC14_P24	15	5	ok
CH-STA-L44-L02-DIST02::1	1000base-t	L02-ACCE02_p24	CH-STA-L44-L02-ACCE02	24	Switch Access	ch-sta-l44	FALSE	1000	USW	USW-1G-AC02_P24	15	5	ok
CH-STA-L44-L02-DIST02::2	1000base-t	L02-ACCE10_p24	CH-STA-L44-L02-ACCE10	24	Switch Access	ch-sta-l44	FALSE	1000	USW	USW-1G-AC10_P24	15	5	ok
CH-STA-L44-L02-DIST02::29	10gbase-x-sfpp	L02-CORE01	CH-STA-L44-L02-CORE01-1	01:07	Switch Core	ch-sta-l44	FALSE	10000	USW	USW-CO01-1_P1.7	15	5	ok
CH-STA-L44-L02-DIST02::3	1000base-t	L02-ACCE11_p24	CH-STA-L44-L02-ACCE11	24	Switch Access	ch-sta-l44	FALSE	1000	USW	USW-1G-AC11_P24	15	5	ok
CH-STA-L44-L02-DIST02::30	10gbase-x-sfpp	L02-CORE02	CH-STA-L44-L02-CORE01-2	02:07	Switch Core	ch-sta-l44	FALSE	10000	USW	USW-CO01-2_P2.7	15	5	ok
CH-STA-L44-L02-DIST02::4	1000base-t	L02-ACCE12_p24	CH-STA-L44-L02-ACCE12	24	Switch Access	ch-sta-l44	FALSE	1000	USW	USW-1G-AC12_P24	15	5	ok
CH-STA-L44-L02-DIST02::5	1000base-t	L02-ACCE13_p24	CH-STA-L44-L02-ACCE13	48	Switch Access	ch-sta-l44	FALSE	1000	USW	USW-1G-AC13_P48	15	5	ok
CH-STA-L50-B01-ACCE01::1	1000base-t	B01-ACPO03	CH-STA-L50-B01-ACPO03	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-B01-AP03	11	9	ok
CH-STA-L50-B01-ACCE01::21	1000base-t	B01-ACPO04	CH-STA-L50-B01-ACPO04	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-B01-AP04	11	9	ok
CH-STA-L50-B01-ACCE01::24	1000base-t	B01-DIST01_p1	CH-STA-L50-B01-DIST01	1	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-B01-DI01_P1	18	2	ok
CH-STA-L50-B01-ACCE02::24	1000base-t	B01-DIST01_p2	CH-STA-L50-B01-DIST01	2	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-B01-DI01_P2	18	2	ok
CH-STA-L50-B01-DIST01::1	1000base-t	B01-ACCE01_p24	CH-STA-L50-B01-ACCE01	24	Switch Access	ch-sta-l50	FALSE	1000	USW	USW-1G-AC01_P24	15	5	ok
CH-STA-L50-B01-DIST01::2	1000base-t	B01-ACCE02_p24	CH-STA-L50-B01-ACCE02	24	Switch Access	ch-sta-l50	FALSE	1000	USW	USW-1G-AC02_P24	15	5	ok
CH-STA-L50-B01-DIST01::29	10gbase-x-sfpp	L01-CORE_tg.3.4	CH-STA-L50-L01-CORE01	Jan 17	Switch Core	ch-sta-l50	FALSE	10000	USW	USW-CO01_P1.17	14	6	ok
CH-STA-L50-B01-DIST01::30	10gbase-x-sfpp	L01-CORE_tg.7.4	CH-STA-L50-L01-CORE02	Jan 17	Switch Core	ch-sta-l50	FALSE	10000	USW	USW-CO02_P1.17	14	6	ok
CH-STA-L50-GFL-ACCE01::2	1000base-t		CH-STA-L50-GFL-ACPO02	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-GFL-AP02	11	9	ok
CH-STA-L50-GFL-ACCE01::24	1000base-t	UPLINK	CH-STA-L50-GFL-DIST02	1	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-GFL-DI02_P1	18	2	ok
CH-STA-L50-GFL-ACCE01::3	1000base-t		CH-STA-L50-GFL-ACPO03	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-GFL-AP03	11	9	ok
CH-STA-L50-GFL-ACCE02::1	1000base-t		CH-STA-L50-GFL-ACPO01	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-GFL-AP01	11	9	ok
CH-STA-L50-GFL-ACCE02::24	1000base-t	UPLINK	CH-STA-L50-GFL-DIST01	1	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-GFL-DI01_P1	18	2	ok
CH-STA-L50-GFL-ACCE02::4	1000base-t		CH-STA-L50-GFL-ACPO04	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-GFL-AP04	11	9	ok
CH-STA-L50-GFL-ACCE02::5	1000base-t		CH-STA-L50-GFL-ACPO05	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-GFL-AP05	11	9	ok
CH-STA-L50-GFL-ACCE02::6	1000base-t		CH-STA-L50-GFL-ACPO06	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-GFL-AP06	11	9	ok
CH-STA-L50-GFL-ACCE02::7	1000base-t		CH-STA-L50-GFL-ACPO07	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-GFL-AP07	11	9	ok
CH-STA-L50-GFL-ACCE02::8	1000base-t		CH-STA-L50-GFL-ACPO08	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-GFL-AP08	11	9	ok
CH-STA-L50-GFL-ACCE03::24	1000base-t	UPLINK	CH-STA-L50-GFL-DIST01	2	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-GFL-DI01_P2	18	2	ok
CH-STA-L50-GFL-ACCE04::24	1000base-t	UPLINK	CH-STA-L50-GFL-DIST01	3	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-GFL-DI01_P3	18	2	ok
CH-STA-L50-GFL-ACCE05::24	1000base-t	UPLINK	CH-STA-L50-GFL-DIST01	4	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-GFL-DI01_P4	18	2	ok
CH-STA-L50-GFL-ACCE06::24	1000base-t	UPLINK	CH-STA-L50-GFL-DIST01	5	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-GFL-DI01_P5	18	2	ok
CH-STA-L50-GFL-ACCE07::24	1000base-t	UPLINK	CH-STA-L50-GFL-DIST01	6	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-GFL-DI01_P6	18	2	ok
CH-STA-L50-GFL-ACCE08::24	1000base-t	UPLINK	CH-STA-L50-GFL-DIST01	7	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-GFL-DI01_P7	18	2	ok
CH-STA-L50-GFL-ACCE09::24	1000base-t	UPLINK	CH-STA-L50-GFL-DIST01	8	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-GFL-DI01_P8	18	2	ok
CH-STA-L50-GFL-ACCE10::24	1000base-t	UPLINK	CH-STA-L50-GFL-DIST01	9	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-GFL-DI01_P9	18	2	ok
CH-STA-L50-GFL-ACCE11::24	1000base-t	UPLINK	CH-STA-L50-GFL-DIST02	2	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-GFL-DI02_P2	18	2	ok
CH-STA-L50-GFL-ACCE12::24	1000base-t	UPLINK	CH-STA-L50-GFL-DIST02	3	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-GFL-DI02_P3	18	2	ok
CH-STA-L50-GFL-ACCE13::24	1000base-t	UPLINK	CH-STA-L50-GFL-DIST02	4	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-GFL-DI02_P4	18	2	ok
CH-STA-L50-GFL-ACCE14::24	1000base-t	UPLINK	CH-STA-L50-GFL-DIST02	5	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-GFL-DI02_P5	18	2	ok
CH-STA-L50-GFL-ACCE15::24	1000base-t	UPLINK	CH-STA-L50-GFL-DIST02	6	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-GFL-DI02_P6	18	2	ok
CH-STA-L50-GFL-ACCE16::24	1000base-t	UPLINK	CH-STA-L50-GFL-DIST02	7	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-GFL-DI02_P7	18	2	ok
CH-STA-L50-GFL-DIST01::1	1000base-t	ACCE02_p24	CH-STA-L50-GFL-ACCE02	24	Switch Access	ch-sta-l50	FALSE	1000	USW	USW-1G-AC02_P24	15	5	ok
CH-STA-L50-GFL-DIST01::2	1000base-t	ACCE03_p24	CH-STA-L50-GFL-ACCE03	24	Switch Access	ch-sta-l50	FALSE	1000	USW	USW-1G-AC03_P24	15	5	ok
CH-STA-L50-GFL-DIST01::29	10gbase-x-sfpp	CORE01_tg.3.6	CH-STA-L50-L01-CORE01	Jan 18	Switch Core	ch-sta-l50	FALSE	10000	USW	USW-CO01_P1.18	14	6	ok
CH-STA-L50-GFL-DIST01::3	1000base-t	ACCE04_p24	CH-STA-L50-GFL-ACCE04	24	Switch Access	ch-sta-l50	FALSE	1000	USW	USW-1G-AC04_P24	15	5	ok
CH-STA-L50-GFL-DIST01::30	10gbase-x-sfpp	CORE01_tg.7.6	CH-STA-L50-L01-CORE02	Jan 18	Switch Core	ch-sta-l50	FALSE	10000	USW	USW-CO02_P1.18	14	6	ok
CH-STA-L50-GFL-DIST01::4	1000base-t	ACCE05_p24	CH-STA-L50-GFL-ACCE05	24	Switch Access	ch-sta-l50	FALSE	1000	USW	USW-1G-AC05_P24	15	5	ok
CH-STA-L50-GFL-DIST01::5	1000base-t	ACCE06_p24	CH-STA-L50-GFL-ACCE06	24	Switch Access	ch-sta-l50	FALSE	1000	USW	USW-1G-AC06_P24	15	5	ok
CH-STA-L50-GFL-DIST01::6	1000base-t	ACCE07_p24	CH-STA-L50-GFL-ACCE07	24	Switch Access	ch-sta-l50	FALSE	1000	USW	USW-1G-AC07_P24	15	5	ok
CH-STA-L50-GFL-DIST01::7	1000base-t	ACCE08_p24	CH-STA-L50-GFL-ACCE08	24	Switch Access	ch-sta-l50	FALSE	1000	USW	USW-1G-AC08_P24	15	5	ok
CH-STA-L50-GFL-DIST01::8	1000base-t	ACCE09_p24	CH-STA-L50-GFL-ACCE09	24	Switch Access	ch-sta-l50	FALSE	1000	USW	USW-1G-AC09_P24	15	5	ok
CH-STA-L50-GFL-DIST01::9	1000base-t	ACCE10_p24	CH-STA-L50-GFL-ACCE10	24	Switch Access	ch-sta-l50	FALSE	1000	USW	USW-1G-AC10_P24	15	5	ok
CH-STA-L50-GFL-DIST02::1	1000base-t	ACCE01_p24	CH-STA-L50-GFL-ACCE01	24	Switch Access	ch-sta-l50	FALSE	1000	USW	USW-1G-AC01_P24	15	5	ok
CH-STA-L50-GFL-DIST02::2	1000base-t	ACCE11_p24	CH-STA-L50-GFL-ACCE11	24	Switch Access	ch-sta-l50	FALSE	1000	USW	USW-1G-AC11_P24	15	5	ok
CH-STA-L50-GFL-DIST02::29	10gbase-x-sfpp		CH-STA-L50-L01-CORE01	Jan 19	Switch Core	ch-sta-l50	FALSE	10000	USW	USW-CO01_P1.19	14	6	ok
CH-STA-L50-GFL-DIST02::3	1000base-t	ACCE12_p24	CH-STA-L50-GFL-ACCE12	24	Switch Access	ch-sta-l50	FALSE	1000	USW	USW-1G-AC12_P24	15	5	ok
CH-STA-L50-GFL-DIST02::30	10gbase-x-sfpp		CH-STA-L50-L01-CORE02	Jan 19	Switch Core	ch-sta-l50	FALSE	10000	USW	USW-CO02_P1.19	14	6	ok
CH-STA-L50-GFL-DIST02::4	1000base-t	ACCE13_p24	CH-STA-L50-GFL-ACCE13	24	Switch Access	ch-sta-l50	FALSE	1000	USW	USW-1G-AC13_P24	15	5	ok
CH-STA-L50-GFL-DIST02::5	1000base-t	ACCE14_p24	CH-STA-L50-GFL-ACCE14	24	Switch Access	ch-sta-l50	FALSE	1000	USW	USW-1G-AC14_P24	15	5	ok
CH-STA-L50-GFL-DIST02::6	1000base-t	ACCE15_p24	CH-STA-L50-GFL-ACCE15	24	Switch Access	ch-sta-l50	FALSE	1000	USW	USW-1G-AC15_P24	15	5	ok
CH-STA-L50-GFL-DIST02::7	1000base-t	ACCE16_p24	CH-STA-L50-GFL-ACCE16	24	Switch Access	ch-sta-l50	FALSE	1000	USW	USW-1G-AC16_P24	15	5	ok
CH-STA-L50-L01-ACCE01::1	1000base-t		CH-STA-L50-L01-ACPO01	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-L01-AP01	11	9	ok
CH-STA-L50-L01-ACCE01::10	1000base-t		CH-STA-L50-L01-ACPO10	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-L01-AP10	11	9	ok
CH-STA-L50-L01-ACCE01::11	1000base-t		CH-STA-L50-L01-ACPO11	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-L01-AP11	11	9	ok
CH-STA-L50-L01-ACCE01::17	1000base-t		CH-STA-L50-GFL-ACPO10	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-GFL-AP10	11	9	ok
CH-STA-L50-L01-ACCE01::18	1000base-t		CH-STA-L50-GFL-ACPO09	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-GFL-AP09	11	9	ok
CH-STA-L50-L01-ACCE01::2	1000base-t		CH-STA-L50-L01-ACPO02	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-L01-AP02	11	9	ok
CH-STA-L50-L01-ACCE01::20	1000base-t	B01-ACPO02	CH-STA-L50-B01-ACPO02	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-B01-AP02	11	9	ok
CH-STA-L50-L01-ACCE01::24	1000base-t	UPLINK	CH-STA-L50-L01-DIST01	1	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-L01-DI01_P1	18	2	ok
CH-STA-L50-L01-ACCE01::3	1000base-t		CH-STA-L50-L01-ACPO03	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-L01-AP03	11	9	ok
CH-STA-L50-L01-ACCE01::4	1000base-t		CH-STA-L50-L01-ACPO04	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-L01-AP04	11	9	ok
CH-STA-L50-L01-ACCE01::5	1000base-t		CH-STA-L50-L01-ACPO05	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-L01-AP05	11	9	ok
CH-STA-L50-L01-ACCE01::6	1000base-t		CH-STA-L50-L01-ACPO06	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-L01-AP06	11	9	ok
CH-STA-L50-L01-ACCE01::7	1000base-t		CH-STA-L50-L01-ACPO07	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-L01-AP07	11	9	ok
CH-STA-L50-L01-ACCE01::8	1000base-t		CH-STA-L50-L01-ACPO08	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-L01-AP08	11	9	ok
CH-STA-L50-L01-ACCE01::9	1000base-t		CH-STA-L50-L01-ACPO09	mgmt0	Access Point	ch-sta-l50	TRUE	1000	UP	UP-L01-AP09	11	9	ok
CH-STA-L50-L01-ACCE02::24	1000base-t	UPLINK	CH-STA-L50-L01-DIST01	2	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-L01-DI01_P2	18	2	ok
CH-STA-L50-L01-ACCE03::48	1000base-t	UPLINK	CH-STA-L50-L01-DIST01	3	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-L01-DI01_P3	18	2	ok
CH-STA-L50-L01-ACCE04::24	1000base-t	UPLINK	CH-STA-L50-L01-DIST01	4	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-L01-DI01_P4	18	2	ok
CH-STA-L50-L01-ACCE05::24	1000base-t	UPLINK	CH-STA-L50-L01-DIST01	5	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-L01-DI01_P5	18	2	ok
CH-STA-L50-L01-ACCE06::48	1000base-t	UPLINK	CH-STA-L50-L01-DIST01	6	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-L01-DI01_P6	18	2	ok
CH-STA-L50-L01-ACCE07::48	1000base-t	UPLINK	CH-STA-L50-L01-DIST01	7	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-L01-DI01_P7	18	2	ok
CH-STA-L50-L01-ACCE08::24	1000base-t	UPLINK	CH-STA-L50-L01-DIST01	8	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-L01-DI01_P8	18	2	ok
CH-STA-L50-L01-ACCE09::24	1000base-t	UPLINK	CH-STA-L50-L01-DIST01	9	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-L01-DI01_P9	18	2	ok
CH-STA-L50-L01-ACCE10::24	1000base-t	UPLINK	CH-STA-L50-L01-DIST01	10	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-DI01_P10	15	5	ok
CH-STA-L50-L01-ACCE11::23	1000base-t		CH-STA-L50-L01-MGMT01	Jan 20	Switch Mgmt	ch-sta-l50	FALSE	1000	USW	USW-1G-MG01_P1.20	17	3	ok
CH-STA-L50-L01-ACCE11::24	1000base-t	UPLINK	CH-STA-L50-L01-MGMT01	Jan 21	Switch Mgmt	ch-sta-l50	FALSE	1000	USW	USW-1G-MG01_P1.21	17	3	ok
CH-STA-L50-L01-ACCE12::24	1000base-t	UPLINK	CH-STA-L50-L01-DIST01	12	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-DI01_P12	15	5	ok
CH-STA-L50-L01-ACCE13::24	1000base-t	UPLINK	CH-STA-L50-L01-DIST01	13	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-DI01_P13	15	5	ok
CH-STA-L50-L01-ACCE14::24	1000base-t	UPLINK	CH-STA-L50-L01-DIST01	14	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-DI01_P14	15	5	ok
CH-STA-L50-L01-ACCE15::24	1000base-t	UPLINK	CH-STA-L50-L01-DIST01	15	Switch Dist	ch-sta-l50	FALSE	1000	USW	USW-1G-DI01_P15	15	5	ok
CH-STA-L50-L01-CORE01::1/10	10gbase-x-sfpp	Backup_SRV_LAN1	CH-STA-P-BACK02	LOM1	Server	ch-sta-l50	FALSE	10000	US	US-P-BK02_LOM1	14	6	ok
CH-STA-L50-L01-CORE01::1/17	10gbase-x-sfpp	L50-B01-Di01:29	CH-STA-L50-B01-DIST01	29	Switch Dist	ch-sta-l50	FALSE	10000	USW	USW-DI01_P29	12	8	ok
CH-STA-L50-L01-CORE01::1/18	10gbase-x-sfpp	L50-GFL-Di01:29	CH-STA-L50-GFL-DIST01	29	Switch Dist	ch-sta-l50	FALSE	10000	USW	USW-DI01_P29	12	8	ok
CH-STA-L50-L01-CORE01::1/19	10gbase-x-sfpp	L50-GFL-Di02:29	CH-STA-L50-GFL-DIST02	29	Switch Dist	ch-sta-l50	FALSE	10000	USW	USW-DI02_P29	12	8	ok
CH-STA-L50-L01-CORE01::1/2	10gbase-x-sfpp	S-FWZONE:X1	CH-STA-L50-FWZone01	x1	Firewall	ch-sta-l50	FALSE	10000	USW	USW-FW01_X1	11	9	ok
CH-STA-L50-L01-CORE01::1/20	10gbase-x-sfpp	L50-L02-Di02:54	CH-STA-L50-L01-DIST01	29	Switch Dist	ch-sta-l50	FALSE	10000	USW	USW-DI01_P29	12	8	ok
CH-STA-L50-L01-CORE01::1/21	10gbase-x-sfpp	L50-L01-Di01:29	CH-STA-L50-L02-DIST01	54	Switch Dist	ch-sta-l50	FALSE	10000	USW	USW-DI01_P54	12	8	ok
CH-STA-L50-L01-CORE01::1/22	10gbase-x-sfpp	L42-Co01:1:14	CH-STA-L42-CORE01-2	02:14	Switch Core	ch-sta-l42	FALSE	10000	USW	USW-L42-CO01-2	14	6	ok
CH-STA-L50-L01-CORE01::1/23	10gbase-x-sfpp	L44-Co01:1:1	CH-STA-L44-L02-CORE01-1	01:01	Switch Core	ch-sta-l44	FALSE	10000	USW	USW-CO01-1_P1.1	15	5	ok
CH-STA-L50-L01-CORE01::1/24	10gbase-x-sfpp	NNI:L50-Co02:1/24	CH-STA-L50-L01-CORE02	Jan 24	Switch Core	ch-sta-l50	FALSE	10000	USW	USW-CO02_P1.24	14	6	ok
CH-STA-L50-L01-CORE01::1/3	10gbase-x-sfpp	S-FWZONE:X3	CH-STA-L50-FWZone01	x3	Firewall	ch-sta-l50	FALSE	10000	USW	USW-FW01_X3	11	9	ok
CH-STA-L50-L01-CORE01::1/4	1000base-t	FWZONE-HA1	CH-STA-L50-FWZone01	ha	Firewall	ch-sta-l50	FALSE	1000	USW	USW-1G-FW01_HA	14	6	ok
CH-STA-L50-L01-CORE01::1/7	10gbase-x-sfpp	NNI:L50-L01-MGMT01_1/29	CH-STA-L50-L01-MGMT01	Jan 29	Switch Mgmt	ch-sta-l50	FALSE	10000	USW	USW-MG01_P1.29	14	6	ok
CH-STA-L50-L01-CORE01::2/1	10gbase-x-sfpp	NNI:L50-Co02:2/1	CH-STA-L50-L01-CORE02	02. Jan	Switch Core	ch-sta-l50	FALSE	10000	USW	USW-CO02_P2.1	13	7	ok
CH-STA-L50-L01-CORE01::2/2	10gbase-x-sfpp	NNI:L26-Co01:2/2	CH-STA-L26-L02-CORE01	02. Feb	Switch Core	ch-sta-l26	FALSE	10000	USW	USW-CO01_P2.2	13	7	ok
CH-STA-L50-L01-CORE01::2/3	10gbase-x-sfpp	NNI:L26-Co01:2/3	CH-STA-L26-L02-CORE01	02. Mär	Switch Core	ch-sta-l26	FALSE	10000	USW	USW-CO01_P2.3	13	7	ok
CH-STA-L50-L01-CORE02::1/10	10gbase-x-sfpp	Backup_SRV_LAN1	CH-STA-P-BACK02	LOM2	Server	ch-sta-l50	FALSE	10000	US	US-P-BK02_LOM2	14	6	ok
CH-STA-L50-L01-CORE02::1/17	10gbase-x-sfpp	L50-B01-Di01:30	CH-STA-L50-B01-DIST01	30	Switch Dist	ch-sta-l50	FALSE	10000	USW	USW-DI01_P30	12	8	ok
CH-STA-L50-L01-CORE02::1/18	10gbase-x-sfpp	L50-GFL-Di01:30	CH-STA-L50-GFL-DIST01	30	Switch Dist	ch-sta-l50	FALSE	10000	USW	USW-DI01_P30	12	8	ok
CH-STA-L50-L01-CORE02::1/19	10gbase-x-sfpp	L50-GFL-Di02:30	CH-STA-L50-GFL-DIST02	30	Switch Dist	ch-sta-l50	FALSE	10000	USW	USW-DI02_P30	12	8	ok
CH-STA-L50-L01-CORE02::1/2	10gbase-x-sfpp	S-FWZONE:X2	CH-STA-L50-FWZone01	x2	Firewall	ch-sta-l50	FALSE	10000	USW	USW-FW01_X2	11	9	ok
CH-STA-L50-L01-CORE02::1/20	10gbase-x-sfpp	L50-L02-Di02:54	CH-STA-L50-L01-DIST01	30	Switch Dist	ch-sta-l50	FALSE	10000	USW	USW-DI01_P30	12	8	ok
